tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt
AVA000ETT15000038,Agri-food and Veterinary Authority,Tender for the Site clearance works at Lim Chu Kang and Sungei Tengah,2016-02-02,Awarded to No Suppliers,,0.0
AVA000ETT15000039,Agri-food and Veterinary Authority,TENDER FOR THE TWO-YEAR COMPREHENSIVE MAINTENANCE AND REPAIR SERVICES FOR 16 UNITS OF AGILENT BRAND GAS AND LIQUID CHROMATOGRAPHY SYSTEMS AT AGRI-FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (718837),2015-12-24,Awarded to Suppliers,Agilent Technologies Singapore (Sales) Pte Ltd,42024.0
AVA000ETT15000040,Agri-food and Veterinary Authority,Tender for Contact Centre Services,2015-11-27,Awarded to Suppliers,TELEMARKETING ASIA (SINGAPORE) PTE LTD,1567142.43
AVA000ETT15000041,Agri-food and Veterinary Authority,TENDER FOR THE THREE-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF LIQUID NITROGEN FOR LAB USE AT AGRI-FOOD & VETERINARY AUTHORITY NO. 6 & 10 PERAHU ROAD (718827 & 718837),2016-02-10,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,165450.0
AVA000ETT15000042,Agri-food and Veterinary Authority,Tender for the proposed erection of an Animal Facility on Lot 03491A PT MK11 at Sungei Tengah Road (Western Water Catchment Planning Area),2015-12-15,Awarded to Suppliers,ZHENGDA CORPORATION PTE. LTD.,6695472.0
AVA000ETT15000043,Agri-food and Veterinary Authority,Tender for the Operation of cafeteria at the Veterinary Public Health Centre (VPHC) at 10 Perahu Road Singapore 718837 for a period of one year with an option to renew for another one plus one year,2016-02-04,Awarded to Suppliers,Mr Tan Kim Leng,2400.0
AVA000ETT15000044,Agri-food and Veterinary Authority,"TENDER FOR THE SUPPLY, DELIVERY AND COMMISSIONING OF FLUORESCENCE INVERTED MICROSCOPE FOR LABORATORY USE",2016-03-09,Awarded to Suppliers,LEICA MICROSYSTEMS (SEA) PTE LTD,60179.08
AVA000ETT15000045,Agri-food and Veterinary Authority,TENDER FOR THE TWO-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF  DISPOSABLE CENTRIFUGAL FILTERING DEVICES  FOR LAB USE AT AGRI - FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (S718837),2016-03-30,Awarded to Suppliers,Bio Laboratories Pte Ltd,32600.0
AVA000ETT15000045,Agri-food and Veterinary Authority,TENDER FOR THE TWO-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF  DISPOSABLE CENTRIFUGAL FILTERING DEVICES  FOR LAB USE AT AGRI - FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (S718837),2016-03-30,Awarded to Suppliers,SARTORIUS SINGAPORE PTE. LTD.,13680.0
AVA000ETT15000046,Agri-food and Veterinary Authority,Tender for Term Contract for the Provision of Comprehensive Maintenance of Motor Vehicles for a period of three (3) years (where the 3rd year is optional),2015-12-30,Awarded to Suppliers,KING AUTO TECHNOLOGIES & ENGINEERING PTE. LTD.,121140.0
AVA000ETT15000047,Agri-food and Veterinary Authority,TENDER FOR THE PROVISION FOR THE SERVICING OF MAIN LOW TENSION PANEL OF MAC GENERATORS AT MARINE AQUACULTURE CENTRE,2016-03-04,Awarded to Suppliers,CA FACILITIES PTE. LTD.,43320.0
AVA000ETT15000048,Agri-food and Veterinary Authority,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of One (1) Unit of Gamma Spectrometer",2016-02-23,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,231995.48
AVA000ETT15000049,Agri-food and Veterinary Authority,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of One (1) Unit of  Liquid Scintillation Spectrometer",2016-02-15,Awarded to Suppliers,QT Instruments (S) Pte Ltd,112500.0
AVA000ETT15000052,Agri-food and Veterinary Authority,Tender for provision of bus transportation services for a period of three (3) years,2015-12-01,Awarded to No Suppliers,,0.0
AVA000ETT15000053,Agri-food and Veterinary Authority,"Tender for the Supply of labour, machinery, equipment, materials, and other logistics arrangements for the repainting of buildings at Sembawang Animal Quarantine Station (SAQS) and Changi Animal & Plant Quarantine Station (CAPQ)",2016-02-05,Awarded to Suppliers,UNICOAT PTE. LTD.,73031.25
AVA000ETT15000054,Agri-food and Veterinary Authority,Tender for the provision of waste disposal services to clear dead fish,2015-01-12,Awarded to Suppliers,NSL OILCHEM WASTE MANAGEMENT PTE. LTD.,28725.0
AVA000ETT15000055,Agri-food and Veterinary Authority,Tender for period contract for the supply of disposable columns for lab use for a period of two (2) years (where the 2nd year is optional),2016-04-06,Awarded to Suppliers,FISHER SCIENTIFIC PTE LTD,438725.0
AVA000ETT15000056,Agri-food and Veterinary Authority,"Tender for the provision of crew and ship maintenance of AVA's vessel, sparrowhawk for a period of three (3) years (with the 2nd and 3rd year being optional)",2016-02-19,Awarded to Suppliers,Lita Ocean Pte. Ltd.,239400.0
AVA000ETT15000058,Agri-food and Veterinary Authority,Tender for the provision of services to transport animals and equipment,2016-02-03,Awarded to Suppliers,2ND PET TAXI & CREMATION SERVICES,1590.0
AVA000ETT15000060,Agri-food and Veterinary Authority,Tender to supply and deliver dry ice to AVA for a period of 2 years (where the 2nd year is optional),2016-03-31,Awarded to Suppliers,UNI-TAT ICE & MARKETING PTE LTD,30576.0
AVA000ETT15000061,Agri-food and Veterinary Authority,Tender for Conference Package and Hotel Accommodation for ASEAN Meeting in 2016,2016-03-11,Awarded to Suppliers,CONRAD CENTENNIAL SINGAPORE,145222.0
AVA000ETT15000062,Agri-food and Veterinary Authority,Tender for a two-year period contract for the supply of single step listeria enrichment broth complete with antibiotics,2016-06-07,Awarded to Suppliers,THERMO SCIENTIFIC MICROBIOLOGY PTE. LTD.,87200.0
AVA000ETT16000002,Agri-food and Veterinary Authority,Tender for the Disposal of general waste at Lim Chu Kang (End) Jetty,2016-05-13,Awarded to Suppliers,V8 ENVIRONMENTAL PTE LTD,61500.0
AVA000ETT16000003,Agri-food and Veterinary Authority,"Tender for the Provision, Installation and Maintenance of Floating Cage System Off Pulau Tekong",2016-07-25,Awarded to Suppliers,DATAWIN ENTERPRISES,709900.0
AVA000ETT16000004,Agri-food and Veterinary Authority,Insurance broker services for Agri-Food & Veterinary Authority (AVA),2016-03-31,Awarded to Suppliers,KIB INSURANCE BROKERS (S) PTE LTD,587158.1
AVA000ETT16000005,Agri-food and Veterinary Authority,"Supply, installation and commissioning of one (1) unit of liquid chromatograph-hyphenated quadrupole and high resolution mass spectrometer hybrid system",2016-11-22,Awarded to Suppliers,THERMO FISHER SCIENTIFIC PTE. LTD.,626283.1
AVA000ETT16000006,Agri-food and Veterinary Authority,Request for Proposal for the development of commercially-viable indoor farming system for food fish,2017-01-13,Awarded to No Suppliers,,0.0
AVA000ETT16000007,Agri-food and Veterinary Authority,Tender for provision of bus transportation services for a period of three (3) years,2016-06-06,Awarded to Suppliers,COMFORTDELGRO BUS PTE. LTD.,18855.0
AVA000ETT16000008,Agri-food and Veterinary Authority,"Tender for the Provision of Armed Security Guards at Senoko Fishery Port for a period of five years, where 4th and 5th years are optional",2016-07-29,Awarded to Suppliers,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,3262344.0
AVA000ETT16000009,Agri-food and Veterinary Authority,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),2016-12-02,Awarded to Suppliers,ALS TECHNICHEM (SINGAPORE) PTE LTD,27000.0
AVA000ETT16000009,Agri-food and Veterinary Authority,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),2016-12-02,Awarded to Suppliers,COVANCE (ASIA) PTE LTD,26000.0
AVA000ETT16000009,Agri-food and Veterinary Authority,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),2016-12-02,Awarded to Suppliers,Setsco Services Pte Ltd,36990.0
AVA000ETT16000009,Agri-food and Veterinary Authority,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),2016-12-02,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,1500.0
AVA000ETT16000010,Agri-food and Veterinary Authority,Tender for the venue rental and banqueting services for Agri-Food and Veterinary Authority's Food Safety Awards Night 2016,2016-05-26,Awarded to Suppliers,MARINA BAY SANDS PTE. LTD.,66605.0
AVA000ETT16000011,Agri-food and Veterinary Authority,"Tender for the Supply of labour, machinery, equipment, materials, and other logistics arrangements for the improvement works on drain covers and drains at Senoko Fishery Port's Market Area",2016-10-12,Awarded to Suppliers,HBB ENGINEERING PTE. LTD.,100000.0
AVA000ETT16000012,Agri-food and Veterinary Authority,"Tender for the Letting of Market Lot No. 1, 33, 49, 80 & 82 at Jurong Fishery Port for a term of three years",2016-07-08,Awarded to Suppliers,SOON GUAN FISHERY CO,1750.0
AVA000ETT16000013,Agri-food and Veterinary Authority,"Tender for the Letting of Market Lot No. 9, 29 and Ice Crusher Stall No. #01-02 at Senoko Fishery Port for a term of three years",2016-07-05,Awarded to Suppliers,UNI-TAT ICE & MARKETING PTE LTD,3388.0
AVA000ETT16000014,Agri-food and Veterinary Authority,Tender for two-year period contract for the supply and delivery of disposable centrifugal filtering devices for lab use at Agri-Food & Veterinary Authority No. 10 Perahu Road (S718837),2016-11-03,Awarded to Suppliers,MERCK PTE. LTD.,262500.0
AVA000ETT16000015,Agri-food and Veterinary Authority,Tender for AVA Data Centre System Maintenance,2016-06-30,Awarded to Suppliers,DC-FM PTE. LTD.,685251.6
AVA000ETT16000016,Agri-food and Veterinary Authority,Tender for two-year period contract for the supply and delivery of autosampler vials for lab use,2016-10-07,Awarded to Suppliers,CHEMIKALIE PTE. LTD.,68796.0
AVA000ETT16000016,Agri-food and Veterinary Authority,Tender for two-year period contract for the supply and delivery of autosampler vials for lab use,2016-10-07,Awarded to Suppliers,FISHER SCIENTIFIC PTE LTD,7657.5
AVA000ETT16000019,Agri-food and Veterinary Authority,"Tender for two-year period contract for sequencing, oligonucleotide and probe synthesis services",2016-12-27,Awarded to Suppliers,AITBIOTECH PTE. LTD.,109875.0
AVA000ETT16000019,Agri-food and Veterinary Authority,"Tender for two-year period contract for sequencing, oligonucleotide and probe synthesis services",2016-12-27,Awarded to Suppliers,Sigma-Aldrich Pte Ltd,87663.0
AVA000ETT16000020,Agri-food and Veterinary Authority,"Tender for three-year preventive maintenance, annual MOM inspection and PM kits for ten (10) units of Getinge brand steam sterilizers (recessed units) and one (1) unit of Belimed brand steam sterilizer (recessed unit)(where 2nd and 3rd year are optional)",2017-01-13,Awarded to Suppliers,GETINGE SINGAPORE PTE. LTD.,229905.0
AVA000ETT16000020,Agri-food and Veterinary Authority,"Tender for three-year preventive maintenance, annual MOM inspection and PM kits for ten (10) units of Getinge brand steam sterilizers (recessed units) and one (1) unit of Belimed brand steam sterilizer (recessed unit)(where 2nd and 3rd year are optional)",2017-01-13,Awarded to Suppliers,IDS MEDICAL SYSTEMS (SINGAPORE) PTE. LTD.,22606.0
AVA000ETT16000021,Agri-food and Veterinary Authority,Tender for the site clearance works at Lim Chu Kang,2016-11-11,Awarded to Suppliers,PENG CHUAN ENGINEERING CONSTRUCTION PTE. LTD.,252000.0
AVA000ETT16000023,Agri-food and Veterinary Authority,Tender for Event Management Services for ASEAN Meeting in 2016,2016-09-08,Awarded to Suppliers,THE EVENTS STATION PTE. LTD.,100920.0
AVA000ETT16000024,Agri-food and Veterinary Authority,"Tender for three-year period contract for on-site calibrations of incubators, ovens, furnaces and walk-in incubator (where 2nd and 3rd year are optional)",2017-01-20,Awarded to Suppliers,Setsco Services Pte Ltd,10950.0
AVA000ETT16000025,Agri-food and Veterinary Authority,Tender for appointment of external auditor,2016-12-01,Awarded to Suppliers,BDO LLP,290000.0
AVA000ETT16000035,Agri-food and Veterinary Authority,Tender for the Maintenance of Customer Service Counter System (CSCS),2017-01-13,Awarded to Suppliers,ATT SYSTEMS (S'PORE) PTE LTD,313493.76
AVA000ETT16000039,Agri-food and Veterinary Authority,Tender for event management services for responsible pet ownership event,2016-11-22,Awarded to Suppliers,CITYNEON EVENTS PTE. LTD.,80000.0
BCA000ETT14000041,Building and Construction Authority,"Nominated Sub-Contract For The Design, Supply, Delivery, Install And Testing & Commissioning Of Rotating Platform For The Proposed BCA User Test Bed Facility",2015-03-03,Awarded to Suppliers,BHL CONSTRUCTION PTE. LTD.,1032000.0
BCA000ETT14000053,Building and Construction Authority,"Build, Operate and Manitain Contract for the Proposed BCA User Test Bed Facility and Acclimatization Lounge at the Rooft Level of an 8 Storey Building on LOT 14256T MK18 at BCA Academy, 200 Braddell Road (Bishan Planning Area)",2015-03-02,Awarded to Suppliers,SANYO ENGINEERING & CONSTRUCTION INC.,4551700.0
BCA000ETT14000057,Building and Construction Authority,"PROPOSED IMPROVEMENT WORKS TO PRIVATE ESTATES FOR WESTERN CLUSTER COMPRISING CHUA CHU KANG, JURONG, TANJONG PAGAR AND WEST COAST TOWNS UNDER THE INTERIM ESTATE UPGRADING PROGRAMME (I-EUP)  PHASE 3",2015-04-22,Awarded to Suppliers,MASTERCRAFT SYSTEMS PRIVATE LIMITED,1418000.0
BCA000ETT14000059,Building and Construction Authority,"PROPOSED IMPROVEMENT WORKS TO PRIVATE ESTATES FOR CENTRAL CLUSTER COMPRISING ALJUNIED, ANG MO KIO-YIO CHU KANG, BISHAN-TOA PAYOH, HOLLAND-BUKIT PANJANG, HOUGANG, PASIR RIS-PUNGGOL, POTONG PASIR AND SEMBAWANG-NEE SOON TOWNS UNDER THE INTERIM ESTATE UPGRADING PROGRAMME (I-EUP)  PHASE 3",2015-02-11,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,788000.0
BCA000ETT14000061,Building and Construction Authority,Appointment of an integrated marketing communications agency to conceptualise and manage the publicity campaign for Singapore Green Building Day 2015,2015-01-16,Awarded to Suppliers,XOD BOX PTE. LTD.,323002.1
BCA000ETT14000062,Building and Construction Authority,"PROPOSED PAINTING & SIGNAGE TO ENTIRE CAMPUS AND A&A WORKS TO CLASSROOMS, LECTURE ROOMS, DESIGN STUDIOS, IT CLASSROOM, OFFICE AND TOILETS TO BLOCK C & H IN BCA ACADEMY",2015-01-30,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,4068330.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,ARUP SINGAPORE PRIVATE LIMITED,1.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,ECAS CONSULTANTS PTE. LTD.,1.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,KTP CONSULTANTS PTE LTD,1.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,Lim Kim Cheong Consultants,1.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,Meinhardt (Singapore) Pte Ltd,1.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,PARSONS BRINCKERHOFF PTE. LTD.,1.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,RSP Architects Planners & Engineers (Pte) Ltd,1.0
BCA000ETT14000065,Building and Construction Authority,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,2015-09-21,Awarded to Suppliers,T.Y.LIN INTERNATIONAL PTE. LTD.,1.0
BCA000ETT14000066,Building and Construction Authority,"NOMINATED SUB-CONTRACT FOR THE DESIGN,SUPPLY,DELIVERY,INSTALL & TESTING & COMMISSIONING OF DATA ACQUISITION BUILDING MANAGEMENT SYSTEM FOR THE PROPOSED BCA USER TEST BED FACILITY",2015-03-30,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,295000.0
